IE_NAME;IE_CODE;IE_SORT;IP_PROP152;IP_PROP31;IP_PROP111;IP_PROP153;IP_PROP106;IP_PROP107;IP_PROP108;IP_PROP109;IP_PROP110;IP_PROP112;IC_GROUP0;IC_GROUP1;IC_GROUP2
МТКИ-200-12-62  (2М421Д4);silovoy-modul-v-korpuse-mpk-62-mtki-200-12-62-;100;/upload/iblock/42d/42d56d9b51184c680aaff1e713877cf6.JPG;/upload/iblock/d9a/d9afb8aa27b4b1702f926208b46155ed.JPG;Одиночный ключ;;1200;200;Приборы специального назначения;МПК-62;;;Силовые модули на основе IGBT и FRD;;
Силовой модуль в корпусе МПК-62 - 2М421Е4 ;silovoy-modul-v-korpuse-mpk-62-2m421e4-;200;/upload/iblock/fd1/fd198173474ec699f59c92e04e665661.png;;Одиночный ключ;;1200;300;Приборы специального назначения;МПК-62;;;Силовые модули на основе IGBT и FRD;;
МТКИ-300-12-62  (2М421Е4);silovoy-modul-mtki-300-12-62;110;/upload/iblock/331/331e89d399794e1bb7633f4becfd5ce2.JPG;/upload/iblock/90d/90d069fce5ba3157d43ae57b6673b794.JPG;Одиночный ключ;;1200;300;Приборы специального назначения;МПК-62;;;Силовые модули на основе IGBT и FRD;;
МТКИ-300-17-62  (2М422Е4);silovoy-modul-mtki-300-17-62;120;/upload/iblock/4c4/4c4a0d0d422d79edd3ff01da2988129e.JPG;/upload/iblock/fb3/fb33ae94082328cee5b2d77fe837d8ef.JPG;Одиночный ключ;;1700;300;Приборы специального назначения;МПК-62;;;Силовые модули на основе IGBT и FRD;;
МТКИ-400-12-62  (2М421Ж4);silovoy-modul-mtki-400-12-62;130;/upload/iblock/3fc/3fcf6b6105fe4939abee1d5477fafdfe.JPG;/upload/iblock/0db/0db9ddd29b2209f58c071fa378167674.JPG;Одиночный ключ;;1200;400;Приборы специального назначения;МПК-62;;;Силовые модули на основе IGBT и FRD;;
МТКИ-400-17-62  (2М422Ж4);silovoy-modul-mtki-400-17-62;140;/upload/iblock/7ad/7ad54757b961da29ccdec594d2cf9896.JPG;/upload/iblock/a0d/a0dcac94e38510dcaed31c7bd6ba9a2e.JPG;Одиночный ключ;;1700;400;Приборы специального назначения;МПК-62;;;Силовые модули на основе IGBT и FRD;;
МТКИ-100-12-34  (2М421В2);silovoy-modul-mtki-100-12-34;210;/upload/iblock/840/8407c97acb6904fa6ea01acf98eaa3ce.JPG;/upload/iblock/116/116624cea496ada5a4080f8793441f25.JPG;Одиночный ключ;;1200;100;Приборы специального назначения;МПК-34;;;Силовые модули на основе IGBT и FRD;;
МТКИ-100-17-34  (2М422В2);silovoy-modul-mtki-100-17-34;220;/upload/iblock/fa8/fa881fdedc5cded4df433aece2763076.JPG;/upload/iblock/652/6521ec1d7cdb311b26708f4b6120d019.JPG;Одиночный ключ;;1700;100;Приборы специального назначения;МПК-34;;;Силовые модули на основе IGBT и FRD;;
МТКИ-150-12-34  (2М421Г2);silovoy-modul-mtki-150-12-34;230;/upload/iblock/937/9379039c6d474f7d8b9f5379e5065a26.JPG;/upload/iblock/750/75034a453b2eee09c0111dfd1bdd54a9.JPG;Одиночный ключ;;1200;150;Приборы специального назначения;МПК-34;;;Силовые модули на основе IGBT и FRD;;
МТКИ-200-12-34  (2М421Д2);silovoy-modul-mtki-200-12-34;240;/upload/iblock/ee5/ee557a527fb90f291cff72012042228b.JPG;/upload/iblock/c97/c97e1a35ec11ffa7de4ecaf32ffd3c39.JPG;Одиночный ключ;;1200;200;Приборы специального назначения;МПК-34;;;Силовые модули на основе IGBT и FRD;;
МТКИ-200-17-34  (2М422Д2);silovoy-modul-mtki-200-17-34;250;/upload/iblock/a41/a417cbf54b05fe1a5c80594879df282a.JPG;/upload/iblock/01b/01b3b7bcbe8a823afa20c0f79cebfab4.JPG;Одиночный ключ;;1700;200;Приборы специального назначения;МПК-34;;;Силовые модули на основе IGBT и FRD;;
МТКИ-50-12-44  (2М421А3);silovoy-modul-mtki-50-12-44;310;/upload/iblock/a6c/a6cadfa243de6c969bbe897e595e346d.JPG;/upload/iblock/843/8438b77b2a6922e595a5337b495f2320.JPG;Одиночный ключ;;1200;50;Приборы специального назначения;МПК-44;;;Силовые модули на основе IGBT и FRD;;
МТКИ-50-17-44  (2М422А3);silovoy-modul-mtki-50-17-44;320;/upload/iblock/8a9/8a9e3cabe7f51320a1431cf8d7040cd7.JPG;/upload/iblock/f50/f50eaec2c756d6215e5f33a225a105c3.JPG;Одиночный ключ;;1700;50;Приборы специального назначения;МПК-44;;;Силовые модули на основе IGBT и FRD;;
МТКИ-75-12-44  (2М421Б3);silovoy-modul-mtki-75-12-44;330;/upload/iblock/88e/88e5468d4dce128de7ec52f350fcbd45.JPG;/upload/iblock/fec/fec2cfb82385fd93e005f504824c6454.JPG;Одиночный ключ;;1200;75;Приборы специального назначения;МПК-44;;;Силовые модули на основе IGBT и FRD;;
МТКИ-75-17-44  (2М422Б3);silovoy-modul-mtki-75-17-44;340;/upload/iblock/815/815f15b6a7ef9daf294cd1d3c1eeb662.JPG;/upload/iblock/ea4/ea4bdf98018afa3c7be0455e20bf20fb.JPG;Одиночный ключ;;1700;75;Приборы специального назначения;МПК-44;;;Силовые модули на основе IGBT и FRD;;
МТКИ9-50-12-44  (2М427А3);silovoy-modul-mtki9-50-12-44;510;/upload/iblock/28c/28c9f46ede4396de6defec57299f071e.JPG;/upload/iblock/183/1837fb6066c40d141ae9bf4f9308120a.JPG;Полумост;;1200;50;Приборы специального назначения;МПК-44;;;Силовые модули на основе IGBT и FRD;;
МТКИ9-50-17-44  (2М428А3);silovoy-modul-mtki9-50-17-44;520;/upload/iblock/d34/d34ba779e6192f394a739168a8628d4a.JPG;/upload/iblock/d60/d606a71b96fd3833395f9b32a4604386.JPG;Полумост;;1700;50;Приборы специального назначения;МПК-44;;;Силовые модули на основе IGBT и FRD;;
МТКИ9-75-12-44  (2М427Б3);silovoy-modul-mtki9-75-12-44;530;/upload/iblock/6ac/6acce34d8ac66b2ae02d86d8ad30079d.JPG;/upload/iblock/3dc/3dca6fdf1f42f0f491ec42925b256daf.JPG;Полумост;;1200;75;Приборы специального назначения;МПК-44;;;Силовые модули на основе IGBT и FRD;;
МТКИ9-75-17-44  (2М428Б3);silovoy-modul-mtki9-75-17-44;540;/upload/iblock/6d4/6d48cccd26f20861af4a3f198a651827.JPG;/upload/iblock/6dd/6ddce649308019d2c22f95e9b6748b08.JPG;Полумост;;1700;75;Приборы специального назначения;МПК-44;;;Силовые модули на основе IGBT и FRD;;
МТКИ9-100-12-34  (2М427В2);silovoy-modul-mtki9-100-12-34;550;/upload/iblock/8c7/8c7cca13978975bdcfa003c7dae19a76.JPG;/upload/iblock/b17/b176784311ccf8f378a1c89cabb7c32f.JPG;Полумост;;1200;100;Приборы специального назначения;МПК-34;;;Силовые модули на основе IGBT и FRD;;
МТКИ9-100-17-34  (2М428В2);silovoy-modul-mtki9-100-17-34;560;/upload/iblock/32f/32fa8c604491398a36db250568bdc05e.JPG;/upload/iblock/932/9329b310643e8effa7fba0a23c075a25.JPG;Полумост;;1700;100;Приборы специального назначения;МПК-34;;;Силовые модули на основе IGBT и FRD;;
МТКИ9-150-12-62  (2М427Г4);silovoy-modul-mtki9-150-12-62;610;/upload/iblock/f92/f922706761f22a86a1fce186cceca1c4.JPG;/upload/iblock/006/0060661d9e49c83620f2add06bf631c5.JPG;Полумост;;1200;150;Приборы специального назначения;МПК-62;;;Силовые модули на основе IGBT и FRD;;
МТКИ9-150-17-62  (2М428Г4);silovoy-modul-mtki9-150-17-62;620;/upload/iblock/114/11460429318c3277676bf3b19f24f4aa.JPG;/upload/iblock/0b3/0b36de5a35900b7178f0459fb2d47ef6.JPG;Полумост;;1700;150;Приборы специального назначения;МПК-62;;;Силовые модули на основе IGBT и FRD;;
МТКИ9-200-12-62  (2М427Д);silovoy-modul-mtki9-200-12-62;630;/upload/iblock/e55/e55af002f8181f69f44c6cdc13e8a546.JPG;/upload/iblock/619/6190640a15d7d20ea39b8b07aa409a05.JPG;Полумост;;1200;200;Приборы специального назначения;МПК-62;;;Силовые модули на основе IGBT и FRD;;
МТКИ9-200-17-62  (2М428Д4);silovoy-modul-mtki9-200-17-62;640;/upload/iblock/ce1/ce199b412192441902b40ea82e6874c4.JPG;/upload/iblock/175/1751b9f252aa622e2ae69ad7218d4a79.JPG;Полумост;;1700;200;Приборы специального назначения;МПК-62;;;Силовые модули на основе IGBT и FRD;;
МТКИ9-300-12-62  (2М427Е4);silovoy-modul-mtki9-300-12-62;650;/upload/iblock/6b2/6b27f98cf8d02cc048975205d9c9a3b3.JPG;/upload/iblock/515/515a857ed75ab2f2c89d16a9f1e28981.JPG;Полумост;;1200;300;Приборы специального назначения;МПК-62;;;Силовые модули на основе IGBT и FRD;;
МД/ТКИ9-100-12-34  (2М429В2);silovoy-modul-md-tki9-100-12-34;580;/upload/iblock/976/9765a7f7322e0c8d50ce0a1e1188b73c.JPG;/upload/iblock/51b/51be375c37774d03760307ab7ca6d60f.JPG;Полумост с дополнительным диодом;;1200;100;Приборы специального назначения;МПК-34;;;Силовые модули на основе IGBT и FRD;;
МД/ТКИ9-100-17-34  (2М430В2);silovoy-modul-md-tki9-100-17-34;590;/upload/iblock/d27/d27e47714fd8c695ce74364712764e07.JPG;/upload/iblock/f9e/f9e8897160a188469eee0099c40f7195.JPG;Полумост с дополнительным диодом;;1700;100;Приборы специального назначения;МПК-34;;;Силовые модули на основе IGBT и FRD;;
МТКИ15-50-12-62  (2М431А4);silovoy-modul-mtki15-50-12-62;710;/upload/iblock/59f/59f1796de8623e752cf84ca7d0e1e71c.JPG;/upload/iblock/d50/d509d8a53452418e8a92d480451932e9.JPG;Трехфазный мост;;1200;50;Приборы специального назначения;МПК-62;;;Силовые модули на основе IGBT и FRD;;
МТКИ15-50-17-62  (2М432А4);silovoy-modul-mtki15-50-17-62;720;/upload/iblock/b4c/b4c346aa3ac17388a60914d67a3f8674.JPG;/upload/iblock/00e/00e67dd2e0be16411100c8e87e77c1ca.JPG;Трехфазный мост;;1700;50;Приборы специального назначения;МПК-62;;;Силовые модули на основе IGBT и FRD;;
МТКИ15-100-12-62  (2М431В4);silovoy-modul-mtki15-100-12-62;730;/upload/iblock/9b1/9b1afa173299f01142f7df2d78ef5cc4.JPG;/upload/iblock/975/975bd1cb9ba58e6cef9a369ecba40530.JPG;Трехфазный мост;;1200;100;Приборы специального назначения;МПК-62;;;Силовые модули на основе IGBT и FRD;;
МТКИ15-100-17-62  (2М432В4);silovoy-modul-mtki15-100-17-62;740;/upload/iblock/07a/07a64dc27915684ac543ab45f8eca5e9.JPG;/upload/iblock/500/5007047d4b7989681c1a6d96539cf45c.JPG;Трехфазный мост;;1700;100;Приборы специального назначения;МПК-62;;;Силовые модули на основе IGBT и FRD;;
МТКИ/Д3-50-12-44  (2М425А3);silovoy-modul-mtki-d3-50-12-44;1110;/upload/iblock/3ad/3ad8354d8267ad24c774a03b83948925.JPG;/upload/iblock/848/848bc03d687f539dfd07ff2868f00e05.JPG;Верхний чоппер;;1200;50;Приборы специального назначения;МПК-44;;;Силовые модули на основе IGBT и FRD;;
МТКИ/Д3-50-17-44  (2М426А3);silovoy-modul-mtki-d3-50-17-44;1120;/upload/iblock/4e5/4e5b483e1727f1f2025c500e1d15d915.JPG;/upload/iblock/744/74412bd32b2df38ea5185117fe361938.JPG;Верхний чоппер;;1700;50;Приборы специального назначения;МПК-44;;;Силовые модули на основе IGBT и FRD;;
МТКИ/Д3-75-12-44  (2М425Б3);silovoy-modul-mtki-d3-75-12-44;1130;/upload/iblock/b3a/b3a71c16448b01ed5331b113cbf7db23.JPG;/upload/iblock/406/406883089e7822805ac91ecf8d6ce655.JPG;Верхний чоппер;;1200;75;Приборы специального назначения;МПК-44;;;Силовые модули на основе IGBT и FRD;;
МТКИ/Д3-75-17-44  (2М426Б3);silovoy-modul-mtki-d3-75-17-44;1140;/upload/iblock/10d/10deb10a2cb88306fd8cf7ace358a2c0.JPG;/upload/iblock/fe4/fe4e263fab3e3ca2017d2e9ffd92b7ee.JPG;Верхний чоппер;;1700;75;Приборы специального назначения;МПК-44;;;Силовые модули на основе IGBT и FRD;;
МТКИ/Д3-100-12-34  (2М425В2);silovoy-modul-mtki-d3-100-12-34;1210;/upload/iblock/56c/56c96b779aa7c185e2063386a52dc168.JPG;/upload/iblock/1e8/1e8916102ff101743e581f3a6913aed9.JPG;Верхний чоппер;;1200;100;Приборы специального назначения;МПК-34;;;Силовые модули на основе IGBT и FRD;;
МТКИ/Д3-100-17-34  (2М426В2);silovoy-modul-mtki-d3-100-17-34;1220;/upload/iblock/9d1/9d1987e77efc3ca9c01cdaf3c147944a.JPG;/upload/iblock/d80/d80b8e06aab74429b9fb64d5732844df.JPG;Верхний чоппер;;1700;100;Приборы специального назначения;МПК-34;;;Силовые модули на основе IGBT и FRD;;
МТКИ/Д3-200-12-62  (2М425Д4);silovoy-modul-mtki-d3-200-12-62;1310;/upload/iblock/cf0/cf0c45ca0efb73418105b6c3b5adab5a.JPG;/upload/iblock/884/88409f9af19ff10e9e28d73103375632.JPG;Верхний чоппер;;1200;200;Приборы специального назначения;МПК-62;;;Силовые модули на основе IGBT и FRD;;
МТКИ/Д3-200-17-62  (2М426Д4);silovoy-modul-mtki-d3-200-17-62;1320;/upload/iblock/b65/b65e085523c6ce8ed47d61c9d0d8ce3a.JPG;/upload/iblock/830/8300b3a34e39276c1a632fb26236f126.JPG;Верхний чоппер;;1700;200;Приборы специального назначения;МПК-62;;;Силовые модули на основе IGBT и FRD;;
МТКИ/Д3-300-12-62  (2М425Е4);silovoy-modul-mtki-d3-300-12-62;1330;/upload/iblock/34f/34fb50edf6f93b2c35a0860985b58b1d.JPG;/upload/iblock/226/226699d0e52bafb5fcc179afc5dbe856.JPG;Верхний чоппер;;1200;300;Приборы специального назначения;МПК-62;;;Силовые модули на основе IGBT и FRD;;
МТКИ/Д3-300-17-62  (2М426Е4);silovoy-modul-mtki-d3-300-17-62;1340;/upload/iblock/aaf/aaf6325bb9d53196e0fb785254f11f34.JPG;/upload/iblock/221/22136d7d6bbe6d4a57852d01e5a08d64.JPG;Верхний чоппер;;1700;300;Приборы специального назначения;МПК-62;;;Силовые модули на основе IGBT и FRD;;
МТКИ/Д3-400-12-62  (2М425Ж4);silovoy-modul-mtki-d3-400-12-62;1350;/upload/iblock/d71/d716357e2020c2df77f6d1abc2ba88c9.JPG;/upload/iblock/ba9/ba9c535a02223f3c4ec388ba743bc270.JPG;Верхний чоппер;;1200;400;Приборы специального назначения;МПК-62;;;Силовые модули на основе IGBT и FRD;;
МТКИ/Д3-400-17-62  (2М426Ж4);silovoy-modul-mtki-d3-400-17-62;1360;/upload/iblock/b23/b2334b894b7f1b8dbe1f45f3737dc240.JPG;/upload/iblock/5e3/5e3c7cc0611f5bed4576b71e94f18da0.JPG;Верхний чоппер;;1700;400;Приборы специального назначения;МПК-62;;;Силовые модули на основе IGBT и FRD;;
МД/ТКИ3-50-12-44  (2М423А3);silovoy-modul-md-tki3-50-12-44;1410;/upload/iblock/7a1/7a14f92e0d049acd4a426642c5dd4a11.JPG;/upload/iblock/572/572aee8a92dd570cc3e6b39926071ff1.JPG;Нижний чоппер;;1200;50;Приборы специального назначения;МПК-44;;;Силовые модули на основе IGBT и FRD;;
МД/ТКИ3-50-17-44  (2М424А3);silovoy-modul-md-tki3-50-17-44;1420;/upload/iblock/604/6040e0185ab2d6b58b0fa9150c1f5e5b.JPG;/upload/iblock/08e/08ef8b2687f8ae15b3a15ccb7825c546.JPG;Нижний чоппер;;1700;50;Приборы специального назначения;МПК-44;;;Силовые модули на основе IGBT и FRD;;
МД/ТКИ3-75-12-44  (2М423Б3);silovoy-modul-md-tki3-75-12-44;1430;/upload/iblock/d45/d45a021c505ed0dea8e5694ce6f475be.JPG;/upload/iblock/9fa/9fa841febf39191a437924148dd0b7ca.JPG;Нижний чоппер;;1200;75;Приборы специального назначения;МПК-44;;;Силовые модули на основе IGBT и FRD;;
МД/ТКИ3-75-17-44  (2М424Б3);silovoy-modul-md-tki3-75-17-44;1440;/upload/iblock/404/4045c7e7dc8d5688a4bee16e2d894080.JPG;/upload/iblock/d56/d56bb9c0dc0440df6c1d0e78e5421ad7.JPG;Нижний чоппер;;1700;75;Приборы специального назначения;МПК-44;;;Силовые модули на основе IGBT и FRD;;
МД/ТКИ3-75-12-34  (2М423Б2);silovoy-modul-md-tki3-75-12-34;1510;/upload/iblock/600/60006594dbad091721a7e18cac9b6fae.JPG;/upload/iblock/1ae/1aecd3d548086ce4c45eb73f83a048db.JPG;Нижний чоппер;;1200;75;Приборы специального назначения;МПК-34;;;Силовые модули на основе IGBT и FRD;;
МД/ТКИ3-75-17-34  (2М424Б2);silovoy-modul-md-tki3-75-17-34;1520;/upload/iblock/c8e/c8e35bbc647bbf4d00d8a0c6562c024e.JPG;/upload/iblock/b2a/b2a84defe5122a5441a03f66cdd8ad07.JPG;Нижний чоппер;;1700;75;Приборы специального назначения;МПК-34;;;Силовые модули на основе IGBT и FRD;;
МД/ТКИ3-100-12-34  (2М423В2);silovoy-modul-md-tki3-100-12-34;1530;/upload/iblock/2f9/2f9a70f8036d56809a185fbc7ad1f4ad.JPG;/upload/iblock/3fb/3fbeb059fac089523c7c08ae132f5c35.JPG;Нижний чоппер;;1200;100;Приборы специального назначения;МПК-34;;;Силовые модули на основе IGBT и FRD;;
МД/ТКИ3-100-17-34  (2М424В2);silovoy-modul-md-tki3-100-17-34;1540;/upload/iblock/22b/22bc1652f02701363ca94f376013481d.JPG;/upload/iblock/a82/a82e3326b75d92d978e80102eec26327.JPG;Нижний чоппер;;1700;100;Приборы специального назначения;МПК-34;;;Силовые модули на основе IGBT и FRD;;
МД/ТКИ3-200-12-62  (2М423Д4);silovoy-modul-md-tki3-200-12-62;1610;/upload/iblock/b85/b85bebc0af39e604380ef1a71038ff0c.JPG;/upload/iblock/947/947f99a0e131d0354ff06733bded4ad2.JPG;Нижний чоппер;;1200;200;Приборы специального назначения;МПК-62;;;Силовые модули на основе IGBT и FRD;;
МД/ТКИ3-200-17-62  (2М424Д4);silovoy-modul-md-tki3-200-17-62;1620;/upload/iblock/c84/c8434d0f2c804395d07fc083fee5d5be.JPG;/upload/iblock/c2f/c2f0297e867ce26ddb1c7ce8bed15198.JPG;Нижний чоппер;;1700;200;Приборы специального назначения;МПК-62;;;Силовые модули на основе IGBT и FRD;;
МД/ТКИ3-300-12-62  (2М423Е4);silovoy-modul-md-tki3-300-12-62;1630;/upload/iblock/ff0/ff0eece3e355d2821e824dee7e393e81.JPG;/upload/iblock/3c3/3c3918679a9415b4ed5673c97eafc4a6.JPG;Нижний чоппер;;1200;300;Приборы специального назначения;МПК-62;;;Силовые модули на основе IGBT и FRD;;
МД/ТКИ3-300-17-62  (2М424Е);silovoy-modul-md-tki3-300-17-62;1640;/upload/iblock/9a7/9a714288b204cb9a5e65e28003c0339e.JPG;/upload/iblock/f01/f01d77b2262f04a02d0d2a1add18bc3a.JPG;Нижний чоппер;;1700;300;Приборы специального назначения;МПК-62;;/upload/iblock/3e2/3e2a2af8ba0e32ad2d15abb8bdf2a190.pdf;Силовые модули на основе IGBT и FRD;;
МД/ТКИ3-400-12-62  (2М423Ж4);silovoy-modul-md-tki3-400-12-62;1650;/upload/iblock/3fd/3fd48b813d6fac579c5976a3bd646ff3.JPG;/upload/iblock/e67/e67e06d252d104ef928e98469a96d85c.JPG;Нижний чоппер;;1200;400;Приборы специального назначения;МПК-62;;;Силовые модули на основе IGBT и FRD;;
МД/ТКИ3-400-17-62  (2М424Ж4);silovoy-modul-md-tki3-400-17-62;1660;/upload/iblock/5c1/5c18a6c00f4c9880fc1b8f8210b9cdd2.JPG;/upload/iblock/b9a/b9a02a9f72ae462de7f331748ebcd7bd.JPG;Нижний чоппер;;1700;400;Приборы специального назначения;МПК-62;;;Силовые модули на основе IGBT и FRD;;
МД/ТКИ3-200-12-63  (2М423Д5);silovoy-modul-md-tki3-200-12-63;3110;/upload/iblock/11e/11e04bd4ed4c5acf8f5f7fab45fb7825.JPG;/upload/iblock/126/12628d474a7e1d489231a54cedce2924.png;Нижний чоппер;;1200;200;Приборы специального назначения;МПК-63;;;Силовые модули на основе IGBT и FRD;;
МД/ТКИ3-300-12-63  (2М423Е5);silovoy-modul-md-tki3-300-12-63;3120;/upload/iblock/afc/afccd3aa5fd0ab66946014f4cf8ebd4b.JPG;/upload/iblock/e91/e91373c16d714b0df9a3fdcb429ebea9.png;Нижний чоппер;;1200;300;Приборы специального назначения;МПК-63;;;Силовые модули на основе IGBT и FRD;;
МД/ТКИ3-400-12-63  (2М423Ж5);silovoy-modul-md-tki3-400-12-63;3130;/upload/iblock/90c/90c443479516e1aff1fe90b68c2992ea.JPG;/upload/iblock/38d/38d56db3bc6bed1e77274c5c420153a7.png;Нижний чоппер;;1200;400;Приборы специального назначения;МПК-63;;;Силовые модули на основе IGBT и FRD;;
МД/ТКИ3-200-17-63  (2М424Д5);silovoy-modul-md-tki3-200-17-63;3140;/upload/iblock/547/547abd0f2efc34ce29e27cd34421c749.JPG;/upload/iblock/b85/b859879ce056f7b725482e0b7c32fb23.png;Нижний чоппер;;1700;200;Приборы специального назначения;МПК-63;;;Силовые модули на основе IGBT и FRD;;
МД/ТКИ3-300-17-63  (2М424Е5);silovoy-modul-md-tki3-300-17-63;3150;/upload/iblock/8fe/8fe1a8c4466fab61eb638218abb6bb74.JPG;/upload/iblock/8d9/8d99da11e94810cebfb549a6d134a412.png;Нижний чоппер;;1700;300;Приборы специального назначения;МПК-63;;;Силовые модули на основе IGBT и FRD;;
МД/ТКИ3-400-17-63  (2М424Ж5);silovoy-modul-md-tki3-400-17-63;3160;/upload/iblock/2b2/2b28bcdfe5bd58fc5f2c41ce20453fa1.JPG;/upload/iblock/a48/a4879961a661543148065abb4a85f526.png;Нижний чоппер;;1700;400;Приборы специального назначения;МПК-63;;;Силовые модули на основе IGBT и FRD;;
МТКИ/Д3-200-12-63  (2М425Д5);silovoy-modul-mtki-d3-200-12-63;3210;/upload/iblock/cc6/cc6cf14c9dfb5f1a65817796619d0513.JPG;/upload/iblock/bab/bab14fc2c9d41e069b7f9fe015e825b8.png;Верхний чоппер;;1200;200;Приборы специального назначения;МПК-63;;;Силовые модули на основе IGBT и FRD;;
МТКИ/Д3-300-12-63  (2М425Е5);silovoy-modul-mtki-d3-300-12-63;3220;/upload/iblock/dc1/dc1cf0a9035513e1621c0ae961cbafc7.JPG;/upload/iblock/f1e/f1e51a09bc976070ceb4b7127deb2208.png;Верхний чоппер;;1200;300;Приборы специального назначения;МПК-63;;;Силовые модули на основе IGBT и FRD;;
МТКИ/Д3-400-12-63  (2М425Ж5);silovoy-modul-mtki-d3-400-12-63;3230;/upload/iblock/781/781dac7ebb3df7473e57ef2d03e0ab3c.JPG;/upload/iblock/153/15365ce63a2506c00dca858e9fe6ab12.png;Верхний чоппер;;1200;400;Приборы специального назначения;МПК-63;;;Силовые модули на основе IGBT и FRD;;
МТКИ/Д3-200-17-63  (2М426Д5);silovoy-modul-mtki-d3-200-17-63;3240;/upload/iblock/970/97050ade890b3f00ffed5fa6ba4ba3ef.JPG;/upload/iblock/c04/c04bddaca9fb3480b297a158d78c627b.png;Верхний чоппер;;1700;200;Приборы специального назначения;МПК-63;;;Силовые модули на основе IGBT и FRD;;
МТКИ/Д3-300-17-63  (2М426Е5);silovoy-modul-mtki-d3-300-17-63;3250;/upload/iblock/842/842817a0f377a727f008d44ccb18dc04.JPG;/upload/iblock/c76/c7673a12a8a0b71a44b0e8894682423c.png;Верхний чоппер;;1700;300;Приборы специального назначения;МПК-63;;;Силовые модули на основе IGBT и FRD;;
МТКИ/Д3-400-17-63  (2М426Ж5);silovoy-modul-mtki-d3-400-17-63;3260;/upload/iblock/52a/52a94c3562d20514a10d13e809651cbf.JPG;/upload/iblock/83e/83e955b53f6342c1d3cf46507b4d1a69.png;Верхний чоппер;;1700;400;Приборы специального назначения;МПК-63;;;Силовые модули на основе IGBT и FRD;;
МТКИ9-150-12-63  (2М427Г5);silovoy-modul-mtki9-150-12-63;3310;/upload/iblock/79b/79be2bab67077397b5c08396f6bdfa4c.JPG;/upload/iblock/9b5/9b5fed846bdba254861b111066be1ec1.png;Полумост;;1200;150;Приборы специального назначения;МПК-63;;;Силовые модули на основе IGBT и FRD;;
МТКИ9-200-12-63  (2М427Д5);silovoy-modul-mtki9-200-12-63;3320;/upload/iblock/526/5261270c39241ddaf0d7d03a5800f2f7.JPG;/upload/iblock/d36/d367a672d1d5e3f08027df4da04285f8.png;Полумост;;1200;200;Приборы специального назначения;МПК-63;;;Силовые модули на основе IGBT и FRD;;
МТКИ9-300-12-63  (2М427Е5);silovoy-modul-mtki9-300-12-63;3330;/upload/iblock/3cb/3cbe9875d052a8c1576a7b2aa8f830ac.JPG;/upload/iblock/7fa/7fa0f028d1aef00358361dabbcd0ac5a.png;Полумост;;1200;300;Приборы специального назначения;МПК-63;;;Силовые модули на основе IGBT и FRD;;
МТКИ9-400-12-63  (2М427Ж5);silovoy-modul-mtki9-400-12-63;3340;/upload/iblock/df1/df1d90abe218cfc0c768de352163f54e.JPG;/upload/iblock/889/88917406fd58c122edab3af72a2726d5.png;Полумост;;1200;400;Приборы специального назначения;МПК-63;;;Силовые модули на основе IGBT и FRD;;
МТКИ9-150-17-63  (2М428Г5);silovoy-modul-mtki9-150-17-63;3350;/upload/iblock/66c/66c05f907ae45ce26b097587e41356ac.JPG;/upload/iblock/e70/e7057ea7b66cc43b6bd3d825daba0a8e.png;Полумост;;1700;150;Приборы специального назначения;МПК-63;;;Силовые модули на основе IGBT и FRD;;
МТКИ9-200-17-63  (2М428Д5);silovoy-modul-mtki9-200-17-63;3360;/upload/iblock/f58/f58a7bae58c738edcc19002eae22e5c5.JPG;/upload/iblock/28e/28eca15ac0200a23c50579ea987b8778.png;Полумост;;1700;200;Приборы специального назначения;МПК-63;;;Силовые модули на основе IGBT и FRD;;
МТКИ9-300-17-63  (2М428Е5);silovoy-modul-mtki9-300-17-63;3370;/upload/iblock/c12/c12fcc58bb58056c5efe2fd8b0daf91a.JPG;/upload/iblock/01b/01b4041b3cfabae349433fee3c219e7e.png;Полумост;;1700;300;Приборы специального назначения;МПК-63;;;Силовые модули на основе IGBT и FRD;;
МТКИ9-400-17-63 (2М428Ж5);silovoy-modul-mtki9-400-17-63;3380;/upload/iblock/f35/f352de9f07d416e91446b3804bb17b64.JPG;/upload/iblock/31a/31a27047b4a3940440b5db87333da194.png;Полумост;;1700;400;Приборы специального назначения;МПК-63;;;Силовые модули на основе IGBT и FRD;;
МД1-400-17-62  (2Д539Д4);silovoy-diod-v-metallopolimernom-korpuse-mpk-62-md1-400-17-62;4100;/upload/iblock/737/73760078e97f81a5cdfc83cce7dc7576.JPG;/upload/iblock/9de/9de5df4a0a94b81b117e06202276169a.JPG;Диоды;;1700;400;Приборы специального назначения;МПК-62;Выпрямительные;;FRD диоды и диодные сборки;;
Диодная сборка в металлополимерном корпусе МПК-44 - 2Д538АС3;diodnaya-sborka-v-metallopolimernom-korpuse-mpk-44-2d538as3;4500;;;Два диода;;1200;75;Приборы специального назначения;МПК-44;Быстродействующие;;FRD диоды и диодные сборки;;
МДЧ1-75-6-25  (2Д537А1);silovoy-diod-mdch1-75-6-25;4210;/upload/iblock/141/1416f96ee1821aa16e3a185868c5eeb6.JPG;/upload/iblock/cbe/cbebd8439e88b0c2754ed058eaa7889c.JPG;Диоды;;600;75;Приборы специального назначения;МПК-25;Быстродействующие;;FRD диоды и диодные сборки;;
